datetime,avg_power,max_power,avg_energy,minute_diff,energy_diff,out_humid,out_temp,out_light,next_humid,next_temp,next_heatindex,predicted_en_per_minute
07-Sep-2021 18:45:00,2671.2,2751.3,11.66,11,0.0700000000000003,92.3712121212121,27.6,0.0,75.9428571428572,26.9428571428571,29.2514285714286,0.009884433
07-Sep-2021 18:56:00,2702.85,2829.8,11.73,12,0.0899999999999999,92.5492957746479,27.6070422535211,0.0,73.71,26.7775,28.76675,0.008116161
07-Sep-2021 19:08:00,2608.85,2692.2,11.82,11,0.0499999999999989,92.7439393939394,27.5893939393939,0.0,70.6529411764706,27.5098039215686,29.8458823529412,0.0044633653
07-Sep-2021 19:19:00,2702.2,2704.9,11.87,12,0.100000000000001,93.3847222222222,27.5541666666667,0.0,74.1333333333333,25.6260869565217,26.4984057971014,0.0069923312
07-Sep-2021 19:31:00,2546.0,2632.4,11.97,12,0.0699999999999985,94.0333333333333,27.5541666666667,0.0,75.0333333333333,25.3625,26.0936111111111,0.006297023
07-Sep-2021 19:43:00,2641.77,2742.5,12.04,11,0.0600000000000005,94.1227272727273,27.5045454545455,0.0,74.7969696969697,25.3242424242424,26.0295454545455,0.0062057045
07-Sep-2021 19:54:00,1806.03,78.9,12.1,13,0.120000000000001,94.2474358974359,27.4910256410256,0.0,75.0166666666667,25.3538461538461,26.0085897435897,0.006185293
07-Sep-2021 20:07:00,2538.5,2581.5,12.22,12,0.0800000000000001,93.6777777777778,27.4444444444444,0.0,75.3805555555555,25.3166666666667,25.9833333333333,0.0061391126
07-Sep-2021 20:19:00,2572.75,2614.0,12.3,12,0.0699999999999985,92.9805555555556,27.3236111111111,0.0,72.9027777777778,25.3305555555556,25.9622222222222,0.006188766
07-Sep-2021 20:31:00,2643.73,2727.3,12.37,12,0.100000000000001,93.8111111111111,27.1652777777778,0.0,73.5652777777778,25.7680555555556,27.0644444444444,0.0065022814
07-Sep-2021 20:43:00,2541.6,2590.6,12.47,11,0.0899999999999999,94.4651515151515,27.1060606060606,0.0,74.5621212121212,25.95,27.3821212121212,0.007285651
07-Sep-2021 20:54:00,2544.47,2604.2,12.56,12,0.0899999999999999,94.6811594202899,27.1710144927536,0.0,75.4815384615385,26.0707692307692,27.6192307692308,0.008087731
07-Sep-2021 21:06:00,2577.57,2638.2,12.65,11,0.0899999999999999,94.0984615384615,27.0569230769231,0.0,78.7619047619048,26.3396825396825,28.275873015873,0.009936839
07-Sep-2021 21:17:00,2532.13,2555.5,12.74,11,0.0600000000000005,93.2153846153846,26.9123076923077,0.0,78.971875,26.390625,28.3815625,0.0098890485
07-Sep-2021 21:28:00,2593.93,2633.1,12.8,11,0.119999999999999,93.05,26.9045454545454,0.0,79.0212121212121,26.4924242424242,28.5886363636364,0.009864765
07-Sep-2021 21:39:00,2547.77,2615.6,12.92,10,0.0600000000000005,92.51,26.7383333333333,0.0,78.8383333333333,26.5783333333333,28.7505,0.010185083
07-Sep-2021 21:49:00,2633.77,2725.9,12.98,11,0.0999999999999996,92.4439393939394,26.6060606060606,0.0,78.6469696969697,26.5924242424242,28.7648484848485,0.010333891
07-Sep-2021 22:00:00,2543.2,2584.6,13.08,11,0.0999999999999996,92.7090909090909,26.5893939393939,0.0,78.9878787878788,26.6,28.805,0.010242983
08-Sep-2021 10:03:00,2792.1,2803.4,13.71,3,0.129999999999999,80.9444444444444,29.0055555555556,0.0,78.2166666666667,24.9611111111111,25.5555555555556,0.016206333
08-Sep-2021 10:06:00,2733.65,2738.3,13.84,7,0.0899999999999999,80.6833333333334,28.8404761904762,0.0,78.9619047619048,25.3214285714286,26.0097619047619,0.014204564
08-Sep-2021 10:13:00,2585.9,2609.8,13.93,7,0.0500000000000007,81.109756097561,28.719512195122,0.0,76.6952380952381,25.8,27.1397619047619,0.011793916
08-Sep-2021 10:20:00,2689.67,2748.5,13.98,8,0.119999999999999,81.48125,28.5604166666667,0.0,75.6354166666667,26.20625,27.8604166666667,0.012202699
08-Sep-2021 10:28:00,2523.2,2544.3,14.1,7,0.0600000000000005,81.2,28.7,0.0,75.5547619047619,26.3714285714286,28.1490476190476,0.011873585
08-Sep-2021 10:35:00,2586.2,2732.3,14.16,8,0.0899999999999999,81.0729166666667,28.7625,0.0,75.5808510638298,26.5340425531915,28.4491489361702,0.011470957
08-Sep-2021 10:43:00,2509.87,2583.8,14.25,9,0.109999999999999,81.1518518518518,28.7537037037037,0.0,75.6444444444445,26.612962962963,28.5990740740741,0.011204806
08-Sep-2021 10:52:00,2487.7,2503.3,14.36,9,0.0899999999999999,81.1584905660377,28.7849056603774,0.0,75.8055555555555,26.7333333333333,28.8342592592593,0.010751429
08-Sep-2021 11:01:00,2526.1,2546.0,14.45,8,0.0600000000000005,80.2145833333333,28.9791666666667,0.0,75.8833333333333,26.8104166666667,28.9889583333333,0.010299804
08-Sep-2021 11:09:00,2660.33,2773.2,14.51,9,0.0999999999999996,78.7462962962963,29.3796296296296,0.0,75.9444444444444,26.9185185185185,29.2066666666667,0.010632271
08-Sep-2021 11:18:00,2564.1,2614.4,14.61,9,0.100000000000001,78.0907407407407,29.7351851851852,0.0,76.1462962962963,27.0037037037037,29.392037037037,0.010731293
08-Sep-2021 11:27:00,2584.9,2686.2,14.71,8,0.0699999999999985,78.2833333333333,30.0229166666667,0.0,76.2458333333334,27.0416666666667,29.4779166666667,0.01083827
08-Sep-2021 11:35:00,2661.07,2733.0,14.78,10,0.130000000000001,77.5383333333333,30.0166666666667,0.0,76.1516666666667,27.0966666666667,29.5785,0.010940595
08-Sep-2021 11:45:00,2614.5,2686.3,14.91,7,0.0600000000000005,76.0785714285715,30.2095238095238,0.0,75.3547619047619,26.8142857142857,28.9983333333333,0.011899141
08-Sep-2021 11:52:00,2667.55,2750.0,14.97,9,0.119999999999999,75.2629629629629,30.6722222222222,0.0,72.7037037037037,25.4333333333333,26.1711111111111,0.011702153
08-Sep-2021 12:01:00,2625.1,2727.7,15.09,8,0.0899999999999999,74.3583333333333,30.83125,0.0,72.7333333333333,25.3645833333333,26.0314583333333,0.011785792
08-Sep-2021 12:09:00,2707.57,2779.3,15.18,10,0.109999999999999,74.635,31.0083333333333,0.0,73.2716666666667,25.445,26.3018333333333,0.012921262
08-Sep-2021 12:19:00,2757.35,2767.1,15.29,10,0.120000000000001,72.37,31.4816666666667,0.0,73.9233333333333,25.3433333333333,25.9971666666667,0.013396302
